id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
97945,Rental unit in Munich · ★4.84 · 1 bedroom · 1 bed · 1 bath,517685,Angelika,,Hadern,48.11492,11.48954,Entire home/apt,80,2,129,2019-10-03,0.90,2,173,0,
114695,Rental unit in Munich · ★4.78 · 1 bedroom · 3 beds · 1 bath,581737,Stephan,,Berg am Laim,48.12071,11.63758,Entire home/apt,100,2,56,2023-05-26,0.38,2,103,2,
127383,Rental unit in Munich · ★4.85 · 1 bedroom · 1 bed · 1 bath,630556,Sonja,,Maxvorstadt,48.15199,11.56482,Entire home/apt,120,3,107,2022-06-14,0.73,1,2,0,
159634,Rental unit in Munich · ★4.62 · 1 bedroom · 1 bed · 1 bath,765694,Susana,,Pasing-Obermenzing,48.13855,11.46586,Entire home/apt,60,2,38,2022-12-15,0.26,1,1,4,
170154,Home in Munich · ★4.95 · 2 bedrooms · 2 beds · 1 private bath,108297,Alex,,Sendling-Westpark,48.10814,11.52733,Private room,70,3,532,2023-06-20,3.72,1,165,22,
170815,Rental unit in Munich · ★4.53 · 1 bedroom · 1 bed · 1 bath,814793,Inge,,Neuhausen-Nymphenburg,48.16071,11.54314,Entire home/apt,65,3,64,2020-02-18,0.44,1,0,0,
172672,Rental unit in Munich · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,823913,Karin,,Schwabing-West,48.16341,11.56366,Private room,49,1,224,2022-05-22,2.01,2,0,0,
172977,Rental unit in Munich · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,825767,Daniela,,Maxvorstadt,48.14957,11.55507,Private room,96,2,95,2023-06-20,0.70,1,79,6,
179640,Condo in Munich · ★4.74 · 1 bedroom · 1 bed · Shared half-bath,860212,Ingrid,,Bogenhausen,48.14453,11.63769,Private room,35,2,50,2020-02-29,0.35,1,157,0,
183634,Ice dome in Munich · 1 bedroom · 1 bed · 1.5 shared baths,880705,Toby,,Allach-Untermenzing,48.17532,11.44526,Shared room,50,1,1,2022-09-25,0.11,1,362,1,
186596,Rental unit in Munich · ★4.65 · 1 bedroom · 3 beds · 1 shared bath,910486,Hatice,,Au-Haidhausen,48.12008,11.57725,Shared room,82,1,163,2020-01-02,1.20,2,44,0,
187359,Rental unit in Munich · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,901209,Christian,,Neuhausen-Nymphenburg,48.15638,11.53935,Private room,48,2,42,2023-06-11,0.29,1,29,10,
187386,Rental unit in Munich · ★4.76 · 1 bedroom · 2 beds · 1 shared bath,901512,Janine,,Berg am Laim,48.12031,11.62787,Private room,59,2,17,2022-08-28,0.12,2,167,1,
189551,Loft in Munich · ★4.79 · 2 bedrooms · 4 beds · 1.5 baths,914449,Peter,,Schwanthalerhöhe,48.13592,11.54427,Entire home/apt,283,3,387,2023-06-24,2.76,2,274,27,
189582,Rental unit in Munich · ★4.62 · 1 bedroom · 1 bed · 1 private bath,914564,Christiane,,Bogenhausen,48.15556,11.64903,Private room,25,30,14,2022-07-31,0.11,1,0,1,
189606,Rental unit in Munich · ★4.55 · 1 bedroom · 2 beds · 1 bath,914691,Klaus,,Au-Haidhausen,48.126277923583984,11.579534530639648,Entire home/apt,65,2,223,2023-06-11,1.56,2,252,31,
190383,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,919644,Christine,,Berg am Laim,48.12424,11.63186,Private room,32,2,178,2023-06-25,1.30,1,191,27,
190653,Rental unit in Munich · ★4.75 · 1 bedroom · 1 bed,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12951,11.56103,Entire home/apt,86,1,202,2023-06-12,1.48,1,288,25,
191405,Rental unit in Munich · ★4.95 · 1 bedroom · 1 bed · 1 bath,925836,Esther,,Au-Haidhausen,48.12204,11.58064,Entire home/apt,85,2,20,2018-04-23,0.14,1,208,0,
191535,Rental unit in Munich · ★4.88 · 2 bedrooms · 2 beds · 1 shared bath,926189,Marco,,Sendling,48.11647,11.54049,Private room,400,3,8,2022-10-02,0.14,1,0,2,
191602,Rental unit in Munich · ★4.78 · 1 bedroom · 1 bed · 1 bath,926985,Dunni,,Ludwigsvorstadt-Isarvorstadt,48.1267,11.57033,Entire home/apt,78,3,55,2023-06-11,0.39,1,178,3,
192933,Rental unit in Munich · ★4.80 · 1 bedroom · 2 beds · 1 shared bath,934964,Andreas,,Ludwigsvorstadt-Isarvorstadt,48.1295,11.56788,Shared room,100,3,85,2023-06-18,0.59,1,192,17,
193463,Rental unit in Munich · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,938552,Gabriele,,Maxvorstadt,48.15527,11.5717,Private room,65,3,206,2023-06-09,1.52,2,104,22,
193477,Rental unit in Munich · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,938552,Gabriele,,Maxvorstadt,48.15441,11.57037,Private room,48,3,96,2022-11-25,1.09,2,11,15,
194533,Rental unit in Munich · ★4.77 · 1 bedroom · 1 bed · 1 bath,944911,Anke,,Neuhausen-Nymphenburg,48.1495,11.54115,Entire home/apt,120,1,65,2023-06-16,0.45,1,144,13,
195293,Condo in Munich · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,949632,Sabine,,Schwabing-West,48.16438,11.56853,Private room,45,30,67,2022-09-15,0.50,2,48,2,
195371,Home in Munich · ★4.64 · 1 bedroom · 2 beds · 1 private bath,949953,Sybille,,Feldmoching-Hasenbergl,48.19459,11.53297,Private room,35,14,42,2023-05-31,0.80,2,1,12,
195388,Townhouse in Munich · ★4.90 · 1 bedroom · 2 beds · 1 bath,949998,Ingrid,,Ramersdorf-Perlach,48.10026,11.6068,Entire home/apt,97,2,251,2023-06-17,1.75,1,116,33,
195444,Rental unit in Munich · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12279,11.56028,Private room,79,3,233,2023-06-22,1.63,2,185,28,
195452,Rental unit in Munich · ★4.75 · 2 bedrooms · 6 beds · 1 bath,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12103,11.5605,Entire home/apt,125,6,18,2023-04-26,0.13,2,132,3,
196127,Rental unit in Munich · ★4.71 · 1 bedroom · 2 beds · 1 shared bath,954566,Talia,,Ludwigsvorstadt-Isarvorstadt,48.13198,11.57579,Private room,62,2,103,2023-04-10,0.72,2,1,5,
196265,Rental unit in Munich · ★4.79 · 1 bedroom · 1 bed · 1 bath,14870835,Dominik,,Au-Haidhausen,48.12094,11.57697,Entire home/apt,120,7,77,2023-01-28,0.56,1,173,4,
197197,Home in Munich · ★4.64 · 1 bedroom · 1 bed · 1 private bath,961042,Michael,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08972,11.51393,Private room,48,3,250,2023-06-19,1.74,1,43,13,
198942,Rental unit in Munich · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,971759,Anna C,,Berg am Laim,48.1177,11.64272,Private room,55,2,120,2023-06-22,0.88,2,77,20,
198990,Rental unit in Munich · ★4.88 · Studio · 1 bed · 1 bath,959791,Heidrun,,Neuhausen-Nymphenburg,48.15797,11.51046,Entire home/apt,62,180,16,2023-01-31,0.11,1,137,2,
199066,Rental unit in Munich · ★4.89 · 2 bedrooms · 6 beds · 1 private bath,972246,Cordula,,Untergiesing-Harlaching,48.09092,11.56088,Private room,80,1,406,2023-06-11,2.84,1,223,45,
199099,Rental unit in Munich · ★4.69 · 1 bedroom · 4 beds,972392,Ingrid,,Obergiesing,48.11511,11.59193,Entire home/apt,80,7,16,2023-05-13,0.70,1,149,12,
199189,Rental unit in Munich · ★4.79 · 1 bedroom · 1 shared bath,972712,Michael,,Bogenhausen,48.16025,11.64836,Private room,40,1,52,2022-11-06,0.38,4,90,19,
199256,Serviced apartment in Munich · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,972992,Heide,,Maxvorstadt,48.15017,11.56221,Private room,32,3,293,2023-06-23,2.24,1,164,40,
199797,Rental unit in Munich · ★4.73 · 1 bedroom · 2 beds · 1 bath,976495,Brigitte,,Schwabing-Freimann,48.16618,11.58973,Entire home/apt,90,3,49,2023-05-19,0.34,1,207,6,
199828,Rental unit in Munich · 1 bedroom · 1 bath,976581,Gisela,,Maxvorstadt,48.15115,11.57403,Entire home/apt,80,92,1,2023-03-19,0.30,2,220,1,
199840,Villa in Munich · ★4.81 · 1 bedroom · 2 beds · 1 private bath,976629,Roswitha,,Tudering-Riem,48.11712,11.67722,Private room,62,1,49,2022-10-31,0.36,1,351,4,
199843,Rental unit in Munich · 2 bedrooms · 3 beds · 2.5 baths,976581,Gisela,,Maxvorstadt,48.15054,11.57591,Entire home/apt,140,90,0,,,2,255,0,
199850,Rental unit in Munich · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,971759,Anna C,,Berg am Laim,48.11864,11.64054,Private room,118,2,32,2022-10-27,0.22,2,27,3,
200782,Rental unit in Munich · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12541,11.55147,Private room,55,12,21,2023-01-05,0.15,7,269,4,
200785,Rental unit in Munich · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12598,11.55346,Private room,77,5,20,2022-08-04,0.15,7,269,1,
200791,Rental unit in Munich · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12407,11.55299,Private room,29,1,24,2023-03-08,0.17,7,212,5,
200795,Rental unit in Munich · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.124,11.55192,Private room,50,3,16,2023-04-07,0.12,7,179,7,
201628,Rental unit in Munich · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,986859,Christa,,Hadern,48.12583,11.48152,Private room,46,1,200,2023-06-21,1.40,1,321,10,
201694,Rental unit in Munich · ★4.89 · 1 bedroom · 1 bed · 1 bath,987114,Christine,,Ramersdorf-Perlach,48.11322,11.62443,Entire home/apt,82,2,19,2023-06-18,1.54,1,145,18,
202055,Rental unit in Munich · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,988620,Melita,,Neuhausen-Nymphenburg,48.15883,11.54617,Private room,70,3,243,2023-06-16,1.71,2,133,14,
202077,Rental unit in Munich · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,988620,Melita,,Neuhausen-Nymphenburg,48.15865,11.54134,Private room,70,3,87,2023-06-12,0.61,2,164,11,
202489,Rental unit in Munich · ★4.50 · 1 bedroom · 2 beds · 1 bath,991735,Anja,,Untergiesing-Harlaching,48.1074104309082,11.572239875793457,Entire home/apt,159,2,26,2022-10-02,0.20,3,0,2,
205381,Rental unit in Munich · ★4.66 · 3 bedrooms · 4 beds · 1 bath,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,139,1,537,2023-06-13,3.91,10,176,94,
205393,Rental unit in Munich · ★4.66 · 1 bedroom · 1 bed · 1 bath,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,69,1,473,2023-06-17,3.54,10,211,72,
205401,Rental unit in Munich · ★4.62 · 1 bedroom · 2 beds · 1 bath,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,84,1,702,2023-06-25,5.12,10,208,110,
205415,Rental unit in Munich · ★4.50 · 2 bedrooms · 4 beds · 1 bath,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,95,1,639,2023-06-17,4.79,10,168,98,
205431,Rental unit in Munich · ★4.52 · 2 bedrooms · 3 beds · 1 bath,1009438,Alex,,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,95,1,766,2023-06-23,5.45,10,166,101,
206288,Condo in Munich · ★4.87 · Studio · 2 beds · 1 bath,1014517,Emmanuel,,Obergiesing,48.11008,11.59345,Entire home/apt,171,10,84,2023-06-25,0.63,1,74,34,
210348,Condo in Munich · ★4.51 · 1 bedroom · 1 bed · 1.5 baths,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,55,2,76,2023-06-18,0.56,2,169,11,
211291,Rental unit in Munich · ★4.52 · 1 bedroom · 2 beds · 1 bath,1041701,Renate,,Maxvorstadt,48.14614,11.54296,Entire home/apt,103,1,22,2022-11-30,0.16,1,0,3,
211374,Condo in Munich · ★4.79 · 1 bedroom · 2 beds · 1 shared bath,1049489,Sonja,,Tudering-Riem,48.13192,11.70239,Private room,85,2,184,2023-06-24,1.33,2,165,28,
212482,Rental unit in Munich · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,1018498,Karin,,Sendling,48.11954,11.54065,Private room,38,3,96,2023-05-01,0.67,1,140,10,
216529,Rental unit in Munich · ★4.75 · 1 bedroom · 1 bed · 1 bath,37354,Werner,,Au-Haidhausen,48.13072,11.59324,Entire home/apt,201,5,16,2023-06-18,0.15,1,237,6,
217148,Home in Munich · ★4.90 · 1 bedroom · 1 bed · 1 private bath,949953,Sybille,,Feldmoching-Hasenbergl,48.19329,11.53275,Private room,35,14,102,2023-04-23,0.71,2,234,9,
217313,Home in Munich · ★4.95 · 5 bedrooms · 7 beds · 3 baths,1122306,Manfred,,Sendling-Westpark,48.12735,11.51318,Entire home/apt,850,5,20,2022-10-29,0.15,1,301,3,
218860,Rental unit in Munich · ★4.86 · 2 bedrooms · 4 beds · 1 bath,1078978,Sylvia,,Berg am Laim,48.11953,11.64244,Entire home/apt,150,2,44,2023-06-16,0.34,1,284,9,
221777,Rental unit in Munich · ★4.41 · 1 bedroom · 1 bed · 1 bath,1133538,Marlies,,Maxvorstadt,48.15172,11.5604,Entire home/apt,69,1,22,2019-10-27,0.19,1,0,0,
225421,Rental unit in Munich · ★4.34 · 1 bedroom · 1 bed · 1 bath,1174413,Marco,,Untergiesing-Harlaching,48.08084,11.55063,Entire home/apt,76,2,195,2023-06-17,1.36,1,356,30,
227106,Rental unit in Munich · ★4.72 · 1 bedroom · 1 bed · 1 bath,1041074,Kerstin,,Tudering-Riem,48.11064,11.70094,Entire home/apt,104,2,62,2023-06-19,0.47,1,139,12,
228867,Condo in Munich · ★4.50 · 1 bedroom · 2 beds · 1 bath,1041450,Werner,,Maxvorstadt,48.14468,11.56131,Entire home/apt,180,3,34,2023-05-01,0.37,6,343,1,
232430,Rental unit in Munich · ★4.83 · 1 bedroom · 2 beds · 1 bath,1171020,Hans-Martin,,Tudering-Riem,48.11636,11.6986,Entire home/apt,194,3,72,2023-06-16,0.51,1,267,7,
233119,Rental unit in Munich · 1 bedroom · 4 beds · 1 bath,1210398,Olivera,,Milbertshofen-Am Hart,48.17887,11.56708,Entire home/apt,80,28,0,,,4,11,0,
240218,Rental unit in Munich · ★4.75 · 1 bedroom · 1 bed · 1 private bath,1041362,Grazia,,Tudering-Riem,48.12775,11.7013,Private room,79,3,53,2023-06-11,0.40,1,211,3,
241375,Rental unit in Munich · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,1100623,Ray,,Altstadt-Lehel,48.13652,11.58869,Entire home/apt,75,10,65,2019-12-02,0.76,1,0,0,
243209,Home in Munich · 3 bedrooms · 1 bed · 1 bath,1040938,Ingrid,,Sendling-Westpark,48.11019,11.50695,Entire home/apt,90,360,0,,,1,0,0,
245670,Rental unit in Munich · ★4.64 · 1 bedroom · 2 beds · 1.5 baths,1293120,Marianne,,Ramersdorf-Perlach,48.09817886352539,11.610810279846191,Private room,49,10,22,2022-09-30,0.19,2,198,1,
252987,Rental unit in Munich · ★4.91 · 1 bedroom · 1 bed · 1 bath,1069562,Florian,,Schwabing-Freimann,48.15943,11.58208,Entire home/apt,137,5,34,2023-06-23,0.26,1,235,2,
254653,Rental unit in Munich · ★4.83 · 1 bedroom · 1 bed · 1 bath,1040971,Piet,,Maxvorstadt,48.14683,11.57861,Entire home/apt,99,90,24,2016-10-26,0.20,1,363,0,
266180,Place to stay in Munich · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,1395678,Frank Und Joachim,,Pasing-Obermenzing,48.15561,11.47189,Private room,40,1,174,2023-06-18,1.25,1,294,29,
280995,Rental unit in Munich · 1 bedroom · 7 beds · 1 bath,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,56,30,1,2020-10-31,0.03,4,114,0,
285938,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,1488030,Natalie,,Neuhausen-Nymphenburg,48.14658,11.53331,Private room,45,2,195,2023-04-30,1.43,3,0,11,
309196,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1 bath,1057081,Martin,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08367,11.52772,Private room,58,21,26,2022-11-26,0.23,1,97,2,
309962,Rental unit in Munich · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,892631,Martina,,Sendling,48.1199,11.54645,Private room,90,2,56,2020-02-02,0.43,2,27,0,
311242,Rental unit in Munich · ★4.54 · 2 bedrooms · 1 bed · 1 bath,1600843,Matt,,Obergiesing,48.11723,11.58942,Entire home/apt,49,90,116,2022-11-25,0.86,1,286,6,
315684,Rental unit in Munich · ★4.83 · 2 bedrooms · 5 beds · 1.5 baths,1621313,Regina,,Hadern,48.12917,11.48554,Entire home/apt,190,4,104,2023-05-27,1.10,6,183,21,
320196,Rental unit in Munich · ★4.90 · Studio · 2 beds · 1 private bath,1637920,Wolfger,,Ramersdorf-Perlach,48.09725,11.64717,Private room,42,4,75,2021-11-14,0.55,1,75,0,
321542,Loft in Munich · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,1646639,Walter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09307,11.52147,Private room,42,14,34,2023-05-16,0.25,1,268,6,
406404,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,2024648,Tammy,,Schwabing-West,48.17723,11.58283,Entire home/apt,120,180,1,2012-11-17,0.01,4,269,0,
457004,Rental unit in Munich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1133913,Ando,,Tudering-Riem,48.11035,11.66568,Entire home/apt,85,2,4,2023-06-20,0.08,1,0,3,
473201,Rental unit in Munich · ★4.62 · 1 bedroom · 3 beds · 1 shared bath,2167620,Ute,,Au-Haidhausen,48.12943,11.60082,Private room,50,2,71,2023-04-12,0.53,1,53,1,
483093,Rental unit in Munich · ★4.80 · 1 bedroom · 3 beds · 1 bath,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09748,11.63993,Entire home/apt,65,2,186,2023-06-13,1.38,3,239,10,
485613,Rental unit in Munich · ★4.58 · 2 bedrooms · 2 beds · 1 bath,1488030,Natalie,,Neuhausen-Nymphenburg,48.14865,11.53318,Entire home/apt,140,3,53,2023-01-27,0.42,3,27,1,
502791,Rental unit in Munich · ★4.57 · 1 bedroom · 1 bed · 1 private bath,1293120,Marianne,,Ramersdorf-Perlach,48.09888,11.61023,Private room,62,10,70,2023-06-12,0.58,2,267,30,
505041,Rental unit in Munich · ★4.86 · 1 bedroom · 1 bed · 1 bath,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12446,11.56009,Entire home/apt,43,60,7,2022-04-30,0.06,2,210,0,
526430,Rental unit in Munich · ★4.78 · 1 bedroom · 2 beds · 1 shared bath,2587491,Edmond,,Sendling-Westpark,48.11461,11.53505,Private room,89,1,94,2023-06-11,0.71,1,257,17,
532047,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,1210398,Olivera,,Milbertshofen-Am Hart,48.1787,11.56812,Entire home/apt,50,30,2,2017-09-30,0.02,4,89,0,
532049,Rental unit in Munich · 1 bedroom · 2 beds · 1 bath,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,30,2,2020-08-31,0.02,4,114,0,
556122,Home in Munich · ★4.84 · 1 bedroom · 1 bed · 1 private bath,2735048,Pirkko,,Pasing-Obermenzing,48.15551,11.4699,Private room,69,2,202,2023-06-19,1.52,1,141,28,
574143,Rental unit in Munich · ★4.81 · 2 bedrooms · 3 beds · 1 shared bath,2825666,Veronika,,Neuhausen-Nymphenburg,48.14449,11.51333,Private room,40,2,128,2020-08-15,0.96,1,0,0,
577095,Rental unit in Munich · ★4.75 · 1 bedroom · 1 bed · 1 bath,2838170,Eugen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0973,11.5102,Entire home/apt,62,85,56,2022-06-20,0.43,1,126,0,
633836,Loft in Munich · ★4.86 · 1 bedroom · 5 beds · 1 bath,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09789,11.63814,Entire home/apt,75,2,252,2023-06-16,1.92,3,243,19,
648368,Rental unit in Munich · ★4.72 · 1 bedroom · 2 beds · 1 bath,991735,Anja,,Laim,48.135440826416016,11.521140098571777,Entire home/apt,186,2,28,2022-09-22,0.24,3,0,2,
649493,Condo in Munich · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,949632,Sabine,,Schwabing-West,48.16392,11.56915,Private room,99,1,22,2023-06-11,0.17,2,306,4,
650265,Rental unit in Munich · ★4.69 · 1 bedroom · 1 bed · 1 bath,1027824,Kat,,Sendling,48.11295,11.54729,Entire home/apt,65,14,53,2023-05-07,0.40,1,90,9,
664050,Rental unit in Munich · ★4.94 · 1 bedroom · 1 bed · 1 bath,3353275,Babett,,Maxvorstadt,48.15506,11.57184,Private room,73,1,117,2023-03-03,0.90,1,41,4,
667321,Bed and breakfast in Munich · ★4.74 · 1 bedroom · 1 bed · 1 bath,3375789,Hannelore,,Pasing-Obermenzing,48.13126,11.47215,Private room,15,1,25,2017-06-01,0.19,1,0,0,
668844,Home in Munich · ★4.85 · 2 bedrooms · 1 bed · 1 shared bath,3385852,Anja,,Laim,48.13155,11.49591,Private room,50,3,52,2023-04-24,0.44,1,112,5,
669550,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,3390380,Alexander & Patrick,,Altstadt-Lehel,48.13469,11.58675,Private room,65,1,289,2022-10-02,2.20,1,178,9,
675433,Place to stay in Munich · 1 bedroom · 1 bed · 1 bath,3430900,Anke,,Sendling-Westpark,48.11836,11.53062,Private room,170,1,0,,,1,0,0,
681296,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,695911,Ckonny,,Maxvorstadt,48.14498,11.56475,Private room,221,2,86,2022-10-06,0.66,2,0,8,
684700,Rental unit in Munich · ★4.92 · 1 bedroom · 3 beds · 2 baths,3491203,Oliver  & Hanelore,,Ludwigsvorstadt-Isarvorstadt,48.13819,11.55466,Entire home/apt,298,2,51,2022-11-13,0.39,1,233,12,
698064,Rental unit in Munich · ★4.74 · Studio · 2 beds · 1 bath,3577420,Dieter,,Maxvorstadt,48.15187,11.57975,Entire home/apt,75,2,67,2023-04-22,0.51,1,0,8,
700603,Rental unit in Munich · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,3593747,Beate,,Schwabing-Freimann,48.16782,11.58614,Private room,47,1,227,2022-10-30,1.74,1,53,9,
701005,Condo in Munich · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,3596598,Patrick,,Bogenhausen,48.14201,11.62044,Private room,45,1,271,2023-06-13,2.07,1,0,36,
701673,Townhouse in Munich · ★4.75 · 1 bedroom · 1 bed · 1.5 shared baths,3601541,Christel,,Ramersdorf-Perlach,48.11806,11.62966,Private room,30,2,245,2023-06-18,1.89,1,11,37,
703539,Home in Munich · ★4.44 · 2 bedrooms · 1 bed · 1 shared bath,1157644,Eva,,Tudering-Riem,48.10535,11.70017,Private room,45,180,17,2019-04-13,0.13,1,177,0,
705120,Rental unit in Munich · ★4.34 · 1 bedroom · 2 beds · 1 bath,291856,John,,Au-Haidhausen,48.13484,11.59489,Entire home/apt,235,3,39,2023-06-19,0.30,1,347,5,
706874,Rental unit in Munich · ★4.74 · 1 bedroom · 1 bed · 1 private bath,3633050,Kornelia,,Sendling,48.12345,11.54591,Private room,80,1,44,2018-11-26,0.34,2,146,0,
709539,Rental unit in Munich · ★5.0 · 1 bedroom · 3 beds · 1 bath,3650890,Zdravko,,Ramersdorf-Perlach,48.10905,11.60136,Entire home/apt,72,6,3,2023-03-14,0.02,1,27,1,
710489,Loft in Munich · ★4.77 · 1 bedroom · 2 beds · 1 bath,3657089,Marc,,Altstadt-Lehel,48.13898,11.57606,Entire home/apt,271,5,138,2023-05-28,1.06,1,264,12,
710604,Rental unit in Munich · ★4.52 · 2 bedrooms · 5 beds · 1 bath,3671733,Christine,,Schwabing-West,48.15938,11.56753,Entire home/apt,39,1,46,2023-06-15,0.39,2,261,26,
710990,Rental unit in Munich · ★4.89 · 1 bedroom · 2 beds · 1 bath,3659164,William,,Pasing-Obermenzing,48.14634,11.45755,Private room,68,1,67,2023-03-31,0.51,1,201,10,
713391,Rental unit in Munich · ★4.17 · Studio · 7 beds · 1 bath,3671733,Christine,,Schwabing-West,48.16299,11.56826,Entire home/apt,39,1,44,2023-03-31,0.37,2,300,5,
717444,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 bath,3633050,Kornelia,,Sendling,48.12383,11.54762,Private room,80,1,30,2018-10-09,0.23,2,117,0,
740948,Rental unit in Munich · ★4.92 · 1 bedroom · 1 bed · 1 bath,3876973,Katharina,,Altstadt-Lehel,48.13988,11.57701,Entire home/apt,165,28,74,2023-04-29,0.59,1,48,4,
751730,Home in Munich · 1 bedroom · 3 beds · 1 bath,3952627,Leo,,Pasing-Obermenzing,48.16922,11.48143,Private room,55,3,0,,,1,0,0,
759516,Condo in Munich · ★5.0 · 1 bedroom · 1 bed · 1 bath,4003331,Barbara,,Schwabing-West,48.17163,11.56143,Entire home/apt,95,4,4,2023-06-15,0.04,1,155,3,
763520,Rental unit in Munich · ★4.83 · 1 bedroom · 2 beds · 1 bath,4024965,Ingrid & Nadi,,Schwanthalerhöhe,48.13768,11.54852,Entire home/apt,49,90,26,2014-09-29,0.21,2,138,0,
776900,Condo in Munich · ★5.0 · 1 bedroom · 2 beds · 1 bath,3704139,Toni,,Sendling-Westpark,48.11486,11.50564,Entire home/apt,130,3,9,2018-06-09,0.07,2,66,0,
779667,Rental unit in Munich · ★4.93 · 1 bedroom · 2 beds · 1 bath,971744,Annette & Vanessa,,Maxvorstadt,48.15267,11.56491,Entire home/apt,169,3,342,2023-06-23,3.53,1,211,73,
807951,Home in Munich · ★4.86 · 2 bedrooms · 5 beds · 1 bath,4250955,Inge,,Berg am Laim,48.1225,11.62644,Entire home/apt,110,6,104,2023-06-23,0.83,1,205,8,
817975,Rental unit in Munich · ★4.96 · 1 bedroom · 1 bed · 1.5 shared baths,4296431,Frank,,Altstadt-Lehel,48.13681,11.58743,Private room,88,1,23,2023-06-24,0.19,1,67,15,
820826,Loft in Munich · ★4.72 · 1 bedroom · 1 bed · 1.5 shared baths,4310718,Christine,,Au-Haidhausen,48.12724,11.60218,Private room,51,3,172,2023-06-18,1.34,1,85,26,
837679,Rental unit in Munich · ★4.74 · 1 bedroom · 1 bed · 1 bath,4377657,Martina,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10049,11.53181,Entire home/apt,47,180,24,2022-12-31,0.19,1,137,1,
901225,Rental unit in Munich · ★4.56 · 1 bedroom · 1 bed · 1 bath,3479008,Christian,,Schwabing-West,48.161529541015625,11.572879791259766,Entire home/apt,135,2,18,2022-11-01,0.16,1,61,9,
905799,Rental unit in Munich · ★4.31 · 1 bedroom · 2 beds · 1 bath,4508751,Mila,,Maxvorstadt,48.15668,11.56317,Entire home/apt,105,14,112,2023-06-04,0.90,2,222,1,
